Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Ferraille ou métal collecté au Centre de Tri. Masse 51.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal centre tri 51 8kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet non catégorisé collecté au Centre de Tri. Poids 148.9 kg, volume 324.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé centre tri 148 9kg 324 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Plastique de tri sélectif issu de la collecte citoyenne. Masse 27.7 kg. Matériau rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",plastique tri sélectif citoyenne 27 7kg rigide faible conductivité anormalement élevé cette catégorie,0,Inconnu
"Lot métallique depuis le Centre de Tri. Poids 97.0 kg, volume 187.9 L. Conducteur, très rigide. Aspect indéterminée. Légère contamination observée.",métallique depuis centre tri 97 0kg 187 conducteur très rigide aspect indéterminée légère contamination observée,1,Inconnu
"Matériau inconnu à l'Usine B. Poids 32.9 kg, volume 63.4 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu 32 9kg 63 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Lot métallique depuis le Centre de Tri. Poids 50.9 kg, volume 98.0 L. Conducteur, très rigide. Aspect très opaque. État dégradé, recyclage partiel possible.",métallique depuis centre tri 50 9kg 98 conducteur très rigide aspect très opaque état dégradé recyclage partiel possible,0,Inconnu
"Déchet plastique collecté via la collecte citoyenne. Poids 28.9 kg, volume 56.5 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique via citoyenne 28 9kg 56 rigidité semi rigide conducteur surface semi opaque,0,Inconnu
"Papier usagé en provenance de l'Usine A. Poids relevé : 18.6 kg. Faible rigidité, non conducteur. Acheminement prioritaire demandé.",papier usagé relevé 18 6kg faible rigidité conducteur acheminement prioritaire demandé,0,Inconnu
"Emballages plastiques récupérés via la collecte citoyenne. Masse 30.5 kg, volume 56.4 L. rigide, non conducteur.",emballages plastique récupérés via citoyenne 30 5kg 56 rigide conducteur,0,Inconnu
"Papier usagé au Centre de Tri. Poids relevé : 11.6 kg. Faible rigidité, non conducteur. Légère contamination observée.",papier usagé centre tri relevé 11 6kg faible rigidité conducteur légère contamination observée,1,Inconnu
"Collecte de déchets papier provenant de l'Usine A. Masse non mesuré kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier provenant mesuré semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Emballages plastiques récupérés au Centre de Tri. Masse 23.9 kg, volume 41.7 L. semi-rigide, non conducteur.",emballages plastique récupérés centre tri 23 9kg 41 semi rigide conducteur,0,Inconnu
"Papier usagé issu de la collecte citoyenne. Poids relevé : 15.8 kg. Faible rigidité, non conducteur. Traces d'humidité détectées.",papier usagé citoyenne relevé 15 8kg faible rigidité conducteur trace humidité détectées,1,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 158.0 kg, volume 302.0 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant lourd 158 0kg 302 très rigide conducteur aspect légèrement translucide,0,Moyen
"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 9.8 kg. Matériau léger, souple et opaque. Volume surestimé, vérification recommandée.",feuilles carton totale 9 8kg léger souple opaque surestimé vérification recommandée,0,Inconnu
"Ferraille ou métal collecté au Centre de Tri. Masse 39.5 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal centre tri 39 5kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchet plastique collecté au Centre de Tri. Poids 16.8 kg, volume 32.2 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique centre tri 16 8kg 32 rigidité semi rigide conducteur surface légèrement translucide,0,Moyen
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 179.1 kg, volume non mesuré L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne lourd 179 1kg mesuré très rigide conducteur aspect légèrement translucide,0,Moyen
"Plastique de tri sélectif au Centre de Tri. Masse 33.9 kg. Matériau rigide, faible conductivité. Conditionnement non conforme au protocole.",plastique tri sélectif centre tri 33 9kg rigide faible conductivité conditionnement conforme protocole,0,Inconnu
"Lot métallique en provenance de l'Usine A. Poids 37.0 kg, volume 94.7 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",métallique 37 0kg 94 conducteur très rigide aspect très opaque étiquetage absent conteneur,0,Inconnu
"Déchet métallique détecté en provenance de l'Usine B. Poids 59.8 kg, volume 131.1 L. Conductivité élevée (0.822), rigidité importante. Lot conforme aux standards de tri.",métallique détecté 59 8kg 131 conductivité élevée 0 822 rigidité importante conforme standard tri,0,Inconnu
"Lot métallique à l'Usine B. Poids 59.8 kg, volume 164.1 L. Conducteur, très rigide. Aspect très opaque. Aucune anomalie signalée.",métallique 59 8kg 164 conducteur très rigide aspect très opaque aucune anomalie signalée,0,Inconnu
"Lot de papier récupéré via la collecte citoyenne. Poids léger de 9.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré via citoyenne léger 9 0kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Déchet de type papier identifié au Centre de Tri. Volume estimé -1.9 L, poids 3.5 kg. Texture souple, très opaque.",papier identifié centre tri 1 3 5kg texture souple très opaque,0,Inconnu
"Lot plastique via la collecte citoyenne. Volume 85.2 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique via citoyenne 85 mesuré aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Déchets plastiques divers à l'Usine B. Poids estimé 32.9 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées.",déchets plastique diver 32 9kg opacité semi opaque souplesse variable trace humidité détectées,1,Inconnu
"Déchets en verre identifiés depuis l'Usine B. Poids 132.0 kg, volume 255.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés depuis 132 0kg 255 conducteur très rigide nécessite manipulation précaution,0,Inconnu
Lot de verre trié depuis le Centre de Tri. Masse 204.3 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Aucune anomalie signalée.,verre trié depuis centre tri 204 3kg lourd extrêmement rigide aspect légèrement translucide aucune anomalie signalée,0,Moyen
"Déchets plastiques divers en provenance de l'Usine A. Poids estimé 37.4 kg. Opacité semi-opaque, souplesse variable. Conditionnement non conforme au protocole.",déchets plastique diver 37 4kg opacité semi opaque souplesse variable conditionnement conforme protocole,0,Inconnu
"Lot de déchets non identifiés depuis le Centre de Tri. Masse 14.4 kg. Comportement physique atypique, classification incertaine. Matériau mélangé à d'autres déchets.",déchets identifiés depuis centre tri 14 4kg comportement physique atypique classification incertaine mélangé autres déchets,0,Inconnu
"Ferraille ou métal collecté depuis l'Usine B. Masse 66.9 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal depuis 66 9kg haute conductivité électrique rigide prix revente,0,Inconnu
"Déchets plastiques divers à l'Usine A. Poids estimé 37.9 kg. Opacité semi-opaque, souplesse variable. Aucune anomalie signalée.",déchets plastique diver 37 9kg opacité semi opaque souplesse variable aucune anomalie signalée,0,Inconnu
"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 1559.3 kg, volume 337.8 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés lors citoyenne 1559 3kg 337 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Collecte de déchets papier en provenance de l'Usine B. Masse 11.9 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier 11 9kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchets plastiques divers issu de la collecte citoyenne. Poids estimé 32.8 kg. Opacité semi-opaque, souplesse variable. Volume surestimé, vérification recommandée.",déchets plastique diver citoyenne 32 8kg opacité semi opaque souplesse variable surestimé vérification recommandée,0,Inconnu
"Déchets plastiques divers à l'Usine A. Poids estimé 36.1 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée.",déchets plastique diver 36 1kg opacité légèrement translucide souplesse variable légère contamination observée,1,Moyen
"Matériau inconnu issu de la collecte citoyenne. Poids 13.9 kg, volume 25.5 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu citoyenne 13 9kg 25 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Déchets plastiques divers à l'Usine B. Poids estimé 24.2 kg. Opacité indéterminée, souplesse variable. Étiquetage absent sur le conteneur.",déchets plastique diver 24 2kg opacité indéterminée souplesse variable étiquetage absent conteneur,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale 14.6 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton centre tri totale 14 6kg léger souple opaque étiquetage absent conteneur,0,Inconnu
Déchets métalliques triés via la collecte citoyenne. Poids 81.8 kg. Conductivité mesurée : 0.950. Matériau dense et résistant. Conditionnement non conforme au protocole.,déchets métalliques triés via citoyenne 81 8kg conductivité mesurée 0 950 dense résistant conditionnement conforme protocole,0,Inconnu
"Papier usagé depuis l'Usine B. Poids relevé : 9.6 kg. Faible rigidité, non conducteur. Volume surestimé, vérification recommandée.",papier usagé depuis relevé 9 6kg faible rigidité conducteur surestimé vérification recommandée,0,Inconnu
"Déchet de type papier identifié depuis l'Usine B. Volume estimé 31.4 L, poids non mesuré kg. Texture semi-rigide, très opaque.",papier identifié depuis 31 mesuré texture semi rigide très opaque,0,Inconnu
"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 13.8 kg. Matériau léger, souple et opaque. Conditionnement non conforme au protocole.",feuilles carton provenant totale 13 8kg léger souple opaque conditionnement conforme protocole,0,Inconnu
"Lot plastique à l'Usine B. Volume non mesuré L, poids 50.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique mesuré 50 6kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Lot plastique au centre de tri municipal. Volume 74.5 L, poids 32.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri municipal 74 32 1kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 83.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis centre tri léger 83 0kg petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 28.3 kg. Opacité semi-opaque, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver lors citoyenne 28 3kg opacité semi opaque souplesse variable odeur inhabituelle signalée agent,0,Inconnu
"Déchets en verre identifiés via la collecte citoyenne. Poids 141.2 kg, volume 287.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés via citoyenne 141 2kg 287 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : non mesuré kg, volume 328.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne lourd mesuré 328 très rigide conducteur aspect légèrement translucide,0,Moyen
"Plastique de tri sélectif issu de la collecte citoyenne. Masse 29.1 kg. Matériau rigide, faible conductivité. Volume surestimé, vérification recommandée.",plastique tri sélectif citoyenne 29 1kg rigide faible conductivité surestimé vérification recommandée,0,Inconnu
"Déchet non catégorisé collecté au Centre de Tri. Poids 29.9 kg, volume 70.5 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé centre tri 29 9kg 70 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
